category,level,outcome,outcome_level,n
CC389,1,DD13,3982,5
CC389,1,DD13,2080,5
CC389,1,DD13,2577,5
CC389,1,DD13,3774,5
CC389,1,DD13,2195,5
CC389,1,DD13,2605,5
CC389,1,DD13,3062,5
CC389,1,DD13,2725,5
CC389,1,DD13,4445,5
CC389,1,DD13,4940,5
CC389,1,DD13,3202,5
CC389,1,DD13,4108,5
CC389,1,DD13,3768,5
CC389,1,DD13,3234,5
CC389,1,DD13,4038,5
CC389,1,DD13,1565,5
CC389,1,DD13,4186,5
CC389,1,DD13,3541,5
CC389,1,DD13,3676,5
CC389,1,DD13,2446,5
CC389,1,DD13,4375,5
CC389,1,DD13,4386,5
CC389,1,DD13,5490,5
